"zip","latitude","longitude","city","state","county","exp_count","TIV","AAL","CTE_1","PML_100"
"27011",36.21397,-80.690386,"Boonville","NC","Yadkin",25,7601097.27,242.492768,1002.8419,
"27012",36.081218,-80.328298,"Clemmons","NC","Forsyth",575,266645970.38,10254.606057,49123.973,
"27013",35.755719,-80.681056,"Cleveland","NC","Rowan",44,18186336.4,499.973152,1614.6003,
"27014",35.819175,-80.54826,"Cooleemee","NC","Davie",,,,,
"27016",36.446831,-80.220095,"Danbury","NC","Stokes",140,3106492.16,7182.051534,43458.1704,
"27017",36.357619,-80.697202,"Dobson","NC","Surry",108,184063037.03,3375.488112,18698.8317,
"27018",36.197851,-80.575334,"East Bend","NC","Yadkin",33,15803151.32,412.951811,2093.1377,
"27019",36.316152,-80.234934,"Germanton","NC","Stokes",31,11670766.75,238.730443,1268.4444,
"27020",36.119371,-80.80111,"Hamptonville","NC","Yadkin",8,3433480.5,105.118863,405.5721,
"27021",36.320179,-80.292174,"King","NC","Stokes",146,91375628.5,6406.063473,35277.1322,
"27022",36.503292,-80.216866,"Lawsonville","NC","Stokes",10,2228025.99,116.334451,615.373,
"27023",36.15511,-80.441566,"Lewisville","NC","Forsyth",196,82591954.96,2576.749584,12532.9631,
"27024",36.490434,-80.823878,"Lowgap","NC","Surry",15,20382647.04,255.383727,1529.9227,
"27025",36.348831,-79.894851,"Madison","NC","Rockingham",102,37233016.22,2738.672334,16911.492,
"27027",36.447936,-79.930301,"Mayodan","NC","Rockingham",69,8648108.09,2161.298168,12786.6511,
"27028",35.906241,-80.54609,"Mocksville","NC","Davie",375,81714943.13,51556.097545,251153.4789,
"27030",36.444303,-80.665406,"Mount Airy","NC","Surry",417,270057286.68,27576.398559,163195.0302,
"27031",36.399366,-80.70809,"White Plains","NC","Surry",,,,,
"27040",36.160959,-80.378143,"Pfafftown","NC","Forsyth",199,84839652.46,1967.20297,9491.6318,
"27041",36.422632,-80.505421,"Pilot Mountain","NC","Surry",64,93386556.99,1868.8611,11073.7589,
"27042",36.340817,-80.055357,"Pine Hall","NC","Stokes",5,532916.18,41.935728,163.4115,
"27043",36.346198,-80.404421,"Pinnacle","NC","Stokes",96,26082177.73,3226.012541,20028.8354,
"27045",36.230211,-80.329602,"Rural Hall","NC","Forsyth",154,45614771.49,60856.340815,277969.4336,
"27046",36.483901,-80.105319,"Sandy Ridge","NC","Stokes",18,6586740.58,125.352659,758.5472,
"27047",36.329166,-80.56777,"Siloam","NC","Surry",2,1213651.6,22.774375,112.6565,
"27048",36.466883,-79.912823,"Stoneville","NC","Rockingham",47,17682994.21,1562.689021,4991.2973,
"27049",36.551332,-80.655786,"Toast","NC","Surry",,,,,
"27050",36.22358,-80.395517,"Tobaccoville","NC","Forsyth",46,20343438.53,464.728375,2238.7386,
"27051",36.191405,-80.16357,"Walkertown","NC","Forsyth",127,53108251.23,3230.090023,15168.5041,
"27052",36.34518,-80.159989,"Walnut Cove","NC","Stokes",118,14011098.55,5506.176638,21470.1402,
"27053",36.490659,-80.463069,"Westfield","NC","Surry",98,2023494.35,5097.828525,33314.6572,
"27054",35.790116,-80.605096,"Woodleaf","NC","Rowan",16,5047027.45,121.939393,463.703,
"27055",36.136665,-80.682984,"Yadkinville","NC","Yadkin",141,23509728.03,3636.597871,17640.6244,
"27094",36.027482,-80.20728,"Rural Hall","NC","Forsyth",,,,,
"27098",36.027482,-80.20728,"Rural Hall","NC","Forsyth",,,,,
"27099",36.027482,-80.20728,"Rural Hall","NC","Forsyth",,,,,
"27101",36.101817,-80.28762,"Winston Salem","NC","Forsyth",426,87926722.66,73189.913228,400966.0383,
"27102",36.032304,-80.396168,"Winston Salem","NC","Forsyth",,,,,
"27103",36.058599,-80.320965,"Winston Salem","NC","Forsyth",1207,574233395.43,115431.945705,561637.1921,
"27104",36.097952,-80.329096,"Winston Salem","NC","Forsyth",796,293142480.1,15383.118475,76255.2192,
"27105",36.161935,-80.241287,"Winston Salem","NC","Forsyth",768,215722884.99,61682.618948,312049.5643,
"27106",36.149337,-80.325815,"Winston Salem","NC","Forsyth",1102,355426805.01,87918.087878,445225.1839,
"27107",36.04803,-80.182863,"Winston Salem","NC","Forsyth",804,230675459.82,103273.327685,452846.1046,
"27108",36.027482,-80.20728,"Winston Salem","NC","Forsyth",,,,,
"27109",36.027482,-80.20728,"Winston Salem","NC","Forsyth",,,,,
"27110",36.027482,-80.20728,"Winston Salem","NC","Forsyth",148,2450549.99,78733.607986,426943.6712,
"27111",36.027482,-80.20728,"Winston Salem","NC","Forsyth",,,,,
"27113",36.027482,-80.20728,"Winston Salem","NC","Forsyth",,,,,
"27114",36.027482,-80.20728,"Winston Salem","NC","Forsyth",1,0,697.62357,3734.9092,
"27115",36.027482,-80.20728,"Winston Salem","NC","Forsyth",,,,,
"27116",36.027482,-80.20728,"Winston Salem","NC","Forsyth",,,,,
"27117",36.027482,-80.20728,"Winston Salem","NC","Forsyth",,,,,
"27120",36.027482,-80.20728,"Winston Salem","NC","Forsyth",,,,,
"27127",36.040815,-80.282645,"Winston Salem","NC","Forsyth",1011,199529762.97,105680.960711,558596.6793,
"27130",36.027482,-80.20728,"Winston Salem","NC","Forsyth",,,,,
"27150",36.027482,-80.20728,"Winston Salem","NC","Forsyth",,,,,
"27151",36.027482,-80.20728,"Winston Salem","NC","Forsyth",,,,,
"27152",36.027482,-80.20728,"Winston Salem","NC","Forsyth",,,,,
"27155",36.027482,-80.20728,"Winston Salem","NC","Forsyth",,,,,
"27156",36.027482,-80.20728,"Winston Salem","NC","Forsyth",,,,,
"27157",36.027482,-80.20728,"Winston Salem","NC","Forsyth",2,0,147.788732,639.1807,
"27198",36.027482,-80.20728,"Winston Salem","NC","Forsyth",,,,,
"27199",36.027482,-80.20728,"Winston Salem","NC","Forsyth",,,,,
"27201",36.031836,-79.485643,"Alamance","NC","Alamance",,,,,
"27202",36.185517,-79.505479,"Altamahaw","NC","Alamance",,,,,
"27203",35.708376,-79.85213,"Asheboro","NC","Randolph",406,117968615.09,100848.064584,436834.5944,
"27204",35.788286,-79.720556,"Asheboro","NC","Randolph",,,,,
"27205",,,"Asheboro","NC","Randolph",304,55263066.97,24358.073637,92833.6335,
"27207",35.608354,-79.372362,"Bear Creek","NC","Chatham",24,5895881.29,272.516333,1363.7476,
"27208",35.573086,-79.52309,"Bennett","NC","Chatham",3,714683.44,30.831891,162.693,
"27209",35.365836,-79.943839,"Biscoe","NC","Montgomery",24,93249668.53,4026.783018,7393.8785,
"27212",36.466412,-79.275549,"Blanch","NC","Caswell",55,1593106.74,4209.197035,49741.7195,
"27213",35.648194,-79.414859,"Bonlee","NC","Chatham",,,,,
"27214",36.193624,-79.674079,"Browns Summit","NC","Guilford",287,136488951.91,22973.928038,171203.1625,
"27215",36.091025,-79.430129,"Burlington","NC","Alamance",763,210840595.75,76493.485903,618818.7053,
"27216",36.047523,-79.479743,"Burlington","NC","Alamance",3,0,242.376591,1707.8854,
"27217",36.150681,-79.3944,"Burlington","NC","Alamance",458,106365899.38,12448.391767,72600.1756,
"27220",36.046677,-79.389631,"Burlington","NC","Alamance",,,,,
"27228",35.783476,-79.129791,"Bynum","NC","Chatham",,,,,
"27229",35.264204,-79.800002,"Candor","NC","Montgomery",31,24822483.23,1353.698984,4802.9579,
"27230",35.802758,-79.879711,"Cedar Falls","NC","Randolph",,,,,
"27231",36.181138,-79.164741,"Cedar Grove","NC","Orange",33,10600313.75,1625.316118,15493.87,
"27233",35.937583,-79.69325,"Climax","NC","Guilford",54,20169844.37,827.627443,4248.8131,
"27235",36.094489,-80.004721,"Colfax","NC","Guilford",192,58686346.51,6897.928273,40716.7108,
"27237",35.467567,-79.165314,"Cumnock","NC","Lee",,,,,
"27239",35.608108,-80.144554,"Denton","NC","Davidson",140,38043138.72,2950.584333,10827.6216,
"27242",35.326471,-79.548614,"Eagle Springs","NC","Moore",4,225010.58,67.094919,177.5083,
"27243",36.06984,-79.198764,"Efland","NC","Orange",48,18519743.51,1459.684615,12013.2145,
"27244",36.164963,-79.446213,"Elon College","NC","Alamance",108,41461489.77,1610.146663,10600.2539,
"27247",35.451411,-79.783404,"Ether","NC","Montgomery",,,,,
"27248",35.785766,-79.710068,"Franklinville","NC","Randolph",17,7897763.98,282.047588,1377.6558,
"27249",36.150393,-79.610426,"Gibsonville","NC","Guilford",208,49859386.73,14853.109843,112770.2856,
"27252",35.576848,-79.363115,"Goldston","NC","Chatham",18,6747321.78,382.033258,1968.4561,
"27253",35.972114,-79.347527,"Graham","NC","Alamance",367,103445869.1,13021.525682,113730.9447,
"27256",35.562695,-79.33863,"Gulf","NC","Chatham",,,,,
"27258",36.042367,-79.324239,"Haw River","NC","Alamance",81,23214073.53,2019.019628,13949.4699,
"27259",35.492077,-79.479016,"Highfalls","NC","Moore",,,,,
"27260",35.993538,-79.988711,"High Point","NC","Guilford",476,160287035.97,16721.583792,79766.1248,
"27261",36.080707,-80.0244,"High Point","NC","Guilford",,,,,
"27262",35.955786,-80.013043,"High Point","NC","Guilford",534,153574376.79,30318.427692,153582.0454,
"27263",35.935894,-79.93955,"High Point","NC","Guilford",369,127488010.83,14888.8138,73478.6939,
"27264",36.080707,-80.0244,"High Point","NC","Guilford",,,,,
"27265",36.029892,-79.991542,"High Point","NC","Guilford",1370,427983733.62,54955.17949,293291.7954,
"27278",36.077432,-79.085469,"Hillsborough","NC","Orange",549,137504440.05,60345.123056,543663.55,
"27281",35.186814,-79.561566,"Jackson Springs","NC","Moore",167,7594207.88,19803.485807,83165.9687,
"27282",35.996926,-79.926902,"Jamestown","NC","Guilford",343,122205025.98,5286.957198,26440.6846,
"27283",35.952564,-79.636747,"Julian","NC","Guilford",57,20447229.91,857.910374,4453.1645,
"27284",36.118312,-80.101271,"Kernersville","NC","Forsyth",1141,372409837.49,98578.934426,445704.5952,
"27285",36.027482,-80.20728,"Kernersville","NC","Forsyth",,,,,
"27288",36.486369,-79.749957,"Eden","NC","Rockingham",213,37070433.84,438337.073437,3193177.7394,
"27289",36.392135,-79.773094,"Eden","NC","Rockingham",,,,,
"27291",36.364834,-79.187938,"Leasburg","NC","Caswell",11,3108460.36,127.902321,1067.2962,
"27292",35.801894,-80.210762,"Lexington","NC","Davidson",745,281755316.33,32165.626508,96901.6176,
"27293",35.882943,-80.275963,"Lexington","NC","Davidson",,,,,
"27294",35.882943,-80.275963,"Lexington","NC","Davidson",,,,,
"27295",35.813292,-80.277877,"Lexington","NC","Davidson",603,196076668.95,21021.651286,62540.8617,
"27298",35.838293,-79.674436,"Liberty","NC","Randolph",112,27749911.57,2909.1946,13690.9316,
"27299",35.743919,-80.349473,"Linwood","NC","Davidson",47,13125346.9,1177.65912,4762.5823,
"27301",36.108629,-79.670689,"Mc Leansville","NC","Guilford",318,59719726.67,9117.595007,61082.0656,
"27302",36.087114,-79.306093,"Mebane","NC","Alamance",448,112375094.81,58219.647785,467956.1283,
"27305",36.512445,-79.235356,"Milton","NC","Caswell",5,1702947.22,51.457884,347.9621,
"27306",35.247617,-79.923328,"Mount Gilead","NC","Montgomery",83,103674918.12,7723.64179,16942.747,
"27310",36.166822,-79.948214,"Oak Ridge","NC","Guilford",219,121667750.39,7521.683612,16324.9224,
"27311",36.47025,-79.460025,"Pelham","NC","Caswell",12,3587160.65,216.892939,1990.4381,
"27312",35.745239,-79.213195,"Pittsboro","NC","Chatham",629,150269725.84,30306.916299,229682.7847,
"27313",35.950913,-79.765959,"Pleasant Garden","NC","Guilford",115,47096531.19,5995.094466,8272.1467,
"27314",36.293921,-79.200365,"Prospect Hill","NC","Caswell",6,1717436.95,47.600946,349.4602,
"27315",36.487281,-79.404114,"Providence","NC","Caswell",7,1448848.87,162.47411,1599.6002,
"27316",35.714279,-79.646945,"Ramseur","NC","Randolph",31,6877161.44,883.488647,4512.7399,
"27317",35.823611,-79.712537,"Randleman","NC","Randolph",180,57779211.33,21896.655987,85096.4022,
"27320",36.358275,-79.742001,"Reidsville","NC","Rockingham",537,681376269.93,45001.12358,176518.71,
"27321",36.347568,-79.680318,"Reidsville","NC","Rockingham",,,,,
"27322",36.392135,-79.773094,"Reidsville","NC","Rockingham",,,,,
"27323",36.392135,-79.773094,"Reidsville","NC","Rockingham",1,0,413.857423,3147.3553,
"27325",35.393319,-79.518562,"Robbins","NC","Moore",16,5011908.77,287.366536,1422.6309,
"27326",36.461083,-79.597001,"Ruffin","NC","Rockingham",11,911824.15,112.709597,1293.4204,
"27330",35.469782,-79.171723,"Sanford","NC","Lee",674,4220680125.18,189399.249966,803823.3201,
"27331",35.372577,-79.276577,"Sanford","NC","Lee",1,0,630.931624,2890.2247,
"27332",,,"Sanford","NC","Lee",320,88885409.3,71933.729162,383835.8172,
"27340",35.948814,-79.329664,"Saxapahaw","NC","Alamance",,,,,
"27341",35.562753,-79.698691,"Seagrove","NC","Randolph",15,2024233.53,362.6188,1302.4607,
"27342",36.075623,-79.620641,"Sedalia","NC","Guilford",,,,,
"27343",36.493537,-79.060407,"Semora","NC","Person",45,16865067.17,30396.979319,3102.4294,
"27344",35.711578,-79.333922,"Siler City","NC","Chatham",236,47830388.24,21891.62238,126948.0317,
"27349",35.91485,-79.403671,"Snow Camp","NC","Alamance",46,13360362.9,803.207904,4587.6605,
"27350",35.817452,-79.908483,"Sophia","NC","Randolph",41,18430135.45,885.268307,4001.6708,
"27351",35.660548,-80.283647,"Southmont","NC","Davidson",,,,,
"27355",35.799927,-79.593442,"Staley","NC","Randolph",20,7453835.31,2763.715851,16898.3827,
"27356",35.439894,-79.825137,"Star","NC","Montgomery",10,18900082.21,383.862355,1582.8764,
"27357",36.225751,-79.974028,"Stokesdale","NC","Guilford",111,39872936,1371.083744,7191.8952,
"27358",36.200019,-79.880028,"Summerfield","NC","Guilford",270,155476721.77,4972.957609,27160.5378,
"27359",36.021389,-79.357399,"Swepsonville","NC","Alamance",,,,,
"27360",35.854539,-80.124764,"Thomasville","NC","Davidson",879,251664237.31,23292.641832,102067.8317,
"27361",35.882943,-80.275963,"Thomasville","NC","Davidson",,,,,
"27370",35.801501,-79.961118,"Trinity","NC","Randolph",162,47659946.04,1780.930431,7807.7587,
"27371",35.393595,-79.907346,"Troy","NC","Montgomery",153,61958604.5,21308.915522,82583.2308,
"27373",35.882943,-80.275963,"Wallburg","NC","Davidson",,,,,
"27374",35.781848,-80.203546,"Welcome","NC","Davidson",,,,,
"27375",36.392135,-79.773094,"Wentworth","NC","Rockingham",,,,,
"27376",35.240268,-79.468201,"West End","NC","Moore",126,60299508.41,5032.494865,12394.3356,
"27377",36.046202,-79.608882,"Whitsett","NC","Guilford",163,55083309.35,65644.68462,342965.5544,
"27379",36.379479,-79.366733,"Yanceyville","NC","Caswell",228,5290477.56,22864.512825,256432.2043,
"27401",36.055285,-79.831692,"Greensboro","NC","Guilford",873,124399391.34,318091.455155,2134543.8184,
"27402",36.106711,-79.791901,"Greensboro","NC","Guilford",,,,,
"27403",36.089396,-79.823336,"Greensboro","NC","Guilford",631,171642090.15,49108.513485,319237.834,
"27404",36.080707,-80.0244,"Greensboro","NC","Guilford",,,,,
"27405",36.114003,-79.787099,"Greensboro","NC","Guilford",1101,236015758.03,57658.626571,375815.8332,
"27406",35.991647,-79.759794,"Greensboro","NC","Guilford",1595,398126507.58,87039.263569,459982.7555,
"27407",36.001791,-79.888672,"Greensboro","NC","Guilford",1656,323502655.7,169719.01837,900422.9983,
"27408",36.103685,-79.816254,"Greensboro","NC","Guilford",750,258190579.28,64014.491615,390172.7335,
"27409",36.087534,-79.93439,"Greensboro","NC","Guilford",671,277815799.08,66215.89411,351173.8373,
"27410",36.119984,-79.870925,"Greensboro","NC","Guilford",1787,721114305.92,162880.457704,923123.8155,
"27411",36.080707,-80.0244,"Greensboro","NC","Guilford",114,0,145723.411367,978265.0851,
"27412",36.066129,-79.806735,"Greensboro","NC","Guilford",100,0,68177.103817,410614.3906,
"27413",36.080707,-80.0244,"Greensboro","NC","Guilford",192,131118.28,281359.587597,2000342.2247,
"27415",36.080707,-80.0244,"Greensboro","NC","Guilford",,,,,
"27416",36.080707,-80.0244,"Greensboro","NC","Guilford",,,,,
"27417",36.080707,-80.0244,"Greensboro","NC","Guilford",,,,,
"27419",36.080707,-80.0244,"Greensboro","NC","Guilford",,,,,
"27420",36.112987,-79.775913,"Greensboro","NC","Guilford",,,,,
"27425",36.080707,-80.0244,"Greensboro","NC","Guilford",,,,,
"27427",36.080707,-80.0244,"Greensboro","NC","Guilford",,,,,
"27429",36.080707,-80.0244,"Greensboro","NC","Guilford",,,,,
"27435",36.080707,-80.0244,"Greensboro","NC","Guilford",,,,,
"27438",36.080707,-80.0244,"Greensboro","NC","Guilford",,,,,
"27455",36.182391,-79.805975,"Greensboro","NC","Guilford",947,319962462.85,28250.692049,168211.0305,
"27480",36.080707,-80.0244,"Greensboro","NC","Guilford",,,,,
"27495",36.080707,-80.0244,"Greensboro","NC","Guilford",,,,,
"27498",36.080707,-80.0244,"Greensboro","NC","Guilford",,,,,
"27499",36.080707,-80.0244,"Greensboro","NC","Guilford",,,,,
"27501",35.478164,-78.729411,"Angier","NC","Harnett",225,93364033.37,6679.73528,30638.2656,
"27502",35.748012,-78.834012,"Apex","NC","Wake",756,239063592.77,70268.91176,499981.4792,
"27503",36.09206,-78.885147,"Bahama","NC","Durham",185,50466461.94,10625.169285,80092.0094,
"27504",35.40709,-78.402967,"Benson","NC","Johnston",190,40261717.06,58271.466557,241528.2451,
"27505",35.471966,-79.058238,"Broadway","NC","Lee",30,6767465.53,691.518425,2022.1343,
"27506",35.420467,-78.713729,"Buies Creek","NC","Harnett",,,,,
"27507",36.451463,-78.566691,"Bullock","NC","Granville",10,2569505.79,403.643863,2691.2131,
"27508",35.982555,-78.208581,"Bunn","NC","Franklin",104,1967063.15,30861.135638,138935.3258,
"27509",36.119588,-78.768421,"Butner","NC","Granville",697,10146669.64,239624.433457,1899271.0628,
"27510",35.905477,-79.090077,"Carrboro","NC","Orange",345,52027224.26,39714.427044,344165.3226,
"27511",35.751243,-78.70732,"Cary","NC","Wake",936,299639383.37,215903.595322,1703294.7353,
"27512",35.808387,-78.839488,"Cary","NC","Wake",,,,,
"27513",35.801341,-78.816564,"Cary","NC","Wake",1279,360275823.34,262758.45752,1969939.555,
"27514",36.004647,-79.054475,"Chapel Hill","NC","Orange",1663,163157698.79,1792217.037239,17761506.9555,
"27515",36.05251,-79.107692,"Chapel Hill","NC","Orange",,,,,
"27516",35.946263,-79.136862,"Chapel Hill","NC","Orange",994,300165122.59,308142.604215,2892020.0667,
"27517",,,"Chapel Hill","NC","Orange",826,259401117.65,178036.141435,1541674.3375,
"27518",35.797692,-78.625265,"Cary","NC","Wake",659,240295757.94,118455.352943,794337.2066,
"27519",35.76812,-78.829548,"Cary","NC","Wake",1145,456087300.61,39342.114397,262942.7475,
"27520",35.633257,-78.435416,"Clayton","NC","Johnston",917,184837222.37,44234.970823,252709.9245,
"27521",35.425247,-78.656553,"Coats","NC","Harnett",55,16145870.08,1505.130413,4457.9102,
"27522",36.108089,-78.671974,"Creedmoor","NC","Granville",197,46260764.09,46791.52709,273498.9785,
"27524",35.4282,-78.339839,"Four Oaks","NC","Johnston",71,15573487.32,6449.812229,20022.6431,
"27525",36.068066,-78.399881,"Franklinton","NC","Franklin",173,54577399.49,5375.879653,30414.2334,
"27526",35.758691,-78.646886,"Fuquay Varina","NC","Wake",849,294461801.62,255625.783437,1485716.8966,
"27529",35.714139,-78.66304,"Garner","NC","Wake",1058,328399077,149819.960323,898181.9116,
"27530",35.368277,-78.092871,"Goldsboro","NC","Wayne",1031,376500496.65,845614.013782,4235801.9161,
"27531",35.463121,-77.995728,"Goldsboro","NC","Wayne",12,0,1394.594515,281.8811,
"27532",35.372045,-78.052422,"Goldsboro","NC","Wayne",,,,,
"27533",35.372045,-78.052422,"Goldsboro","NC","Wayne",1,0,1388.834714,5598.3065,
"27534",35.385571,-78.03207,"Goldsboro","NC","Wayne",522,342859870.25,288062.28061,710332.6758,
"27536",36.38698,-78.396213,"Henderson","NC","Vance",280,30273966.16,39345.135426,208442.9218,
"27537",,,"Henderson","NC","Vance",281,30936421.59,15127.292475,85714.252,
"27540",35.607666,-78.829724,"Holly Springs","NC","Wake",676,249987279.21,31050.574159,169728.5237,
"27541",36.314975,-79.06404,"Hurdle Mills","NC","Person",29,7379676.92,352.515942,2536.0084,
"27542",35.571141,-78.287178,"Kenly","NC","Johnston",83,29575681.54,9053.819878,50466.7139,
"27543",35.429849,-78.882395,"Kipling","NC","Harnett",,,,,
"27544",36.220048,-78.450087,"Kittrell","NC","Vance",27,11144726.37,882.887538,3140.6906,
"27545",35.788031,-78.459605,"Knightdale","NC","Wake",674,158833310.31,47036.845227,252944.7326,
"27546",35.399221,-78.871194,"Lillington","NC","Harnett",355,41462082.79,94501.612841,487500.1155,
"27549",36.065143,-78.277943,"Louisburg","NC","Franklin",317,76234439.96,26045.410598,119715.1146,
"27551",36.507009,-77.997521,"Macon","NC","Warren",28,10163500.64,521.505358,2598.8332,
"27552",35.413579,-78.979964,"Mamers","NC","Harnett",,,,,
"27553",36.468871,-78.336604,"Manson","NC","Vance",185,5448843.62,54967.734729,305118.0334,
"27555",35.629518,-78.204968,"Micro","NC","Johnston",,,,,
"27556",36.413473,-78.327491,"Middleburg","NC","Vance",,,,,
"27557",35.587186,-78.232745,"Middlesex","NC","Johnston",25,11157551.03,823.795875,3800.4183,
"27559",35.623508,-79.098782,"Moncure","NC","Chatham",32,4731196.69,19484.221891,22476.2512,
"27560",35.852458,-78.843526,"Morrisville","NC","Wake",1064,191961375.3,259753.28581,2178976.3232,
"27562",35.643693,-78.867658,"New Hill","NC","Wake",45,7180471.44,12550.560257,4251.4074,
"27563",36.449642,-78.185544,"Norlina","NC","Warren",47,7770205.8,1511.298177,8972.7325,
"27564",36.101529,-78.713346,"Creedmoor","NC","Granville",,,,,
"27565",36.348168,-78.65313,"Oxford","NC","Granville",594,91963137.52,33519.494419,217657.8452,
"27568",35.488348,-78.217864,"Pine Level","NC","Johnston",,,,,
"27569",35.471193,-78.164309,"Princeton","NC","Johnston",43,26205217.65,2521.100014,13053.1538,
"27570",36.37367,-78.110931,"Ridgeway","NC","Warren",,,,,
"27571",35.906468,-78.45482,"Rolesville","NC","Wake",177,65014052.46,5538.344057,28728.6067,
"27572",36.205828,-78.878578,"Rougemont","NC","Durham",126,19196181.64,1798.845176,14616.1639,
"27573",36.39165,-78.950937,"Roxboro","NC","Person",189,48999021.45,34513.732639,231394.1211,
"27576",35.563572,-78.244459,"Selma","NC","Johnston",198,59394474.2,14980.408338,75422.9127,
"27577",35.536543,-78.336001,"Smithfield","NC","Johnston",525,99145557.86,194965.022121,1195748.6351,
"27581",36.209675,-78.72704,"Stem","NC","Granville",11,3664813.22,223.079879,1178.4457,
"27582",36.442431,-78.557098,"Stovall","NC","Granville",,,,,
"27583",36.311201,-78.92292,"Timberlake","NC","Person",53,14336707.35,1309.125035,8899.0253,
"27584",36.518058,-78.400865,"Townsville","NC","Vance",,,,,
"27586",36.37367,-78.110931,"Vaughan","NC","Warren",,,,,
"27587",35.858041,-78.586534,"Wake Forest","NC","Wake",1625,579992322.54,83430.803093,519497.6749,
"27588",35.973108,-78.450754,"Wake Forest","NC","Wake",,,,,
"27589",36.339089,-78.190028,"Warrenton","NC","Warren",116,19302520.22,3786.38337,19532.1907,
"27591",35.811324,-78.395966,"Wendell","NC","Wake",291,102545995.98,6694.751271,34189.9894,
"27592",35.67238,-78.534929,"Willow Spring","NC","Wake",255,77115543.14,5571.620906,24099.8596,
"27593",35.590731,-78.360723,"Wilsons Mills","NC","Johnston",,,,,
"27594",36.37367,-78.110931,"Wise","NC","Warren",,,,,
"27596",36.018749,-78.438181,"Youngsville","NC","Franklin",318,96236683.75,10480.763222,55653.9295,
"27597",35.87922,-78.355582,"Zebulon","NC","Wake",307,8403197942.3,23305.950777,99828.702,
"27599",36.05251,-79.107692,"Chapel Hill","NC","Orange",68,0,61358.86718,508096.585,
"27601",35.773755,-78.604175,"Raleigh","NC","Wake",526,44580996.62,361290.548978,3107135.423,
"27602",35.758667,-78.671089,"Raleigh","NC","Wake",,,,,
"27603",35.689086,-78.675118,"Raleigh","NC","Wake",2213,482572276.4,665780.134116,5087780.1744,
"27604",35.837111,-78.555342,"Raleigh","NC","Wake",1328,297539662.14,334447.826299,2406177.5727,
"27605",35.789601,-78.652475,"Raleigh","NC","Wake",236,32154508.62,38909.032251,316729.5665,
"27606",35.715972,-78.747741,"Raleigh","NC","Wake",2269,288733224.66,1301381.806546,10597423.7377,
"27607",35.804237,-78.707101,"Raleigh","NC","Wake",1941,198657644.5,1446862.495846,11983464.9722,
"27608",35.80895,-78.646238,"Raleigh","NC","Wake",346,170812649.18,17320.729714,124008.1815,
"27609",35.841146,-78.630413,"Raleigh","NC","Wake",1224,341325066.61,264059.496855,1887034.1836,
"27610",35.7429,-78.564443,"Raleigh","NC","Wake",2060,426132176.83,344124.817592,2371751.9752,
"27611",35.797692,-78.625265,"Raleigh","NC","Wake",2,0,10.188403,24.3312,
"27612",35.821942,-78.675135,"Raleigh","NC","Wake",1455,340030901.1,354036.918898,2625155.1141,
"27613",35.86952,-78.705465,"Raleigh","NC","Wake",1115,390164222.48,141381.960146,1018051.2551,
"27614",35.972686,-78.620292,"Raleigh","NC","Wake",924,408121527.25,94041.15787,719231.4169,
"27615",35.918893,-78.627455,"Raleigh","NC","Wake",1325,443890704.48,97062.572147,663558.0343,
"27616",35.805765,-78.688301,"Raleigh","NC","Wake",1182,586574037.9,183149.455454,1155273.6255,
"27617",,,"Raleigh","NC","Wake",825,153884121.1,94298.69868,802844.0977,
"27619",35.851463,-78.63141,"Raleigh","NC","Wake",1,0,846.628587,5252.7698,
"27620",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27621",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27622",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27623",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27624",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27625",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27626",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27627",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27628",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27629",35.817497,-78.552388,"Raleigh","NC","Wake",,,,,
"27634",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27635",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27636",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27640",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27650",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27656",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27658",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27661",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27668",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27675",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27676",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27690",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27695",35.797692,-78.625265,"Raleigh","NC","Wake",24,0,30374.664175,211961.1148,
"27697",35.88224,-78.413371,"Raleigh","NC","Wake",4,0,2814.224054,20126.041,
"27698",35.797692,-78.625265,"Raleigh","NC","Wake",,,,,
"27699",35.797692,-78.625265,"Raleigh","NC","Wake",2,0,185.509233,1223.5923,
"27701",36.004307,-78.875467,"Durham","NC","Durham",567,548736349.07,144389.79785,1366194.1223,
